"מועדון","שם","מפתח","רמה","סיכון","מקורות","כמה","עמדה","לאום","לידה","עונות","תקופה","תארים","בבריכה","חידה מספר","מועדונים בערך האנגלי"
"ביתרdle","איסמאילה סורו","200651","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · הגרסה שבייצור · Transfermarkt","6","MF","CI","1998","2","23/24-24/25","0","","",""
"ביתרdle","אלון בן עמי","148940","מאושר","","התאחדות · worldfootball (גשר תעתיק) · הגרסה שבייצור · Transfermarkt","4","DF","IL","2004","2","23/24-24/25","0","","",""
"ביתרdle","בן ביטון","16607","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · הגרסה שבייצור · Transfermarkt","6","DF","IL","1991","1","23/24","0","","",""
"ביתרdle","דור מיכה","5283","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · הגרסה שבייצור · Transfermarkt","6","MF","IL","1992","3","23/24-25/26","0","כן","111",""
"ביתרdle","זוהר זסנו","165543","מאושר","","התאחדות · קטגוריה · קריירה-עברית · קריירה-אנגלית · הגרסה שבייצור","4","DF","IL","2001","2","23/24-24/25","0","","",""
"ביתרdle","טימוטי מוזי","111690","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · הגרסה שבייצור · Transfermarkt","6","MF","IL","2001","3","23/24-25/26","0","כן","97",""
"ביתרdle","יאן יוסופוב","139150","מאושר","","התאחדות · הגרסה שבייצור","2","FW","IL","2005","2","23/24-24/25","0","","",""
"ביתרdle","יובל אשכנזי","20909","מאושר","","התאחדות · worldfootball (גשר תעתיק) · קטגוריה · קריירה-עברית · הגרסה שבייצור · Transfermarkt","5","MF","IL","1992","1","23/24","0","","",""
"ביתרdle","לירן כהן","","מאושר","","worldfootball (גשר תעתיק) · הגרסה שבייצור","2","DF","IL","2001","1","23/24","0","","",""
"ביתרdle","מיירון ג'ורג'","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · הגרסה שבייצור · Transfermarkt","5","FW","CR","1993","2","23/24-24/25","0","","",""
"ביתרdle","ניקה חורחלי","283350","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · הגרסה שבייצור · Transfermarkt","6","MF","GE","2001","1","23/24","0","","",""
"ביתרdle","עומר קורסיה","117792","מאושר","","התאחדות · worldfootball (גשר תעתיק) · הגרסה שבייצור","3","DF","IL","2002","1","23/24","0","","",""
"ביתרdle","פלמן גלבוב","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · הגרסה שבייצור · Transfermarkt","5","DF","BG","1995","1","23/24","0","","",""
"ביתרdle","רום אליגון","158064","מאושר","","התאחדות · worldfootball (גשר תעתיק) · הגרסה שבייצור · Transfermarkt","4","FW","IL","2002","1","23/24","0","","",""
"ביתרdle","רועי בן שמעון","105733","מאושר","","התאחדות · worldfootball (גשר תעתיק) · קטגוריה · קריירה-עברית · קריירה-אנגלית · הגרסה שבייצור · Transfermarkt","6","FW","IL","2000","1","23/24","0","","",""
"ביתרdle","גיל כהן","108582","מאושר","","התאחדות · worldfootball (גשר תעתיק) · הגרסה שבייצור · Transfermarkt","4","DF","IL","2000","2","24/25-25/26","0","","",""
"ביתרdle","ז'אן מרסלן","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · הגרסה שבייצור · Transfermarkt","5","DF","MG","2000","1","24/25","0","","",""
"ביתרdle","יאקוב ג'נו","","מקור יחיד","נמוך","הגרסה שבייצור","1","MF","NC","2000","1","24/25","0","","",""
"ביתרdle","יובל שלו","206673","מאושר","","התאחדות · worldfootball (גשר תעתיק) · הגרסה שבייצור · Transfermarkt","4","DF","IL","2005","2","24/25-25/26","0","","",""
"ביתרdle","ירין לוי","180775","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · הגרסה שבייצור · Transfermarkt","6","MF","IL","2005","2","24/25-25/26","0","","",""
"ביתרdle","סילבה קאני","","מאושר","","קטגוריה · קריירה-עברית · קריירה-אנגלית · הגרסה שבייצור","3","FW","TG","2003","1","24/25","0","","",""
"ביתרdle","עילאי חדד","","מקור יחיד","נמוך","הגרסה שבייצור","1","DF","IL","2005","1","24/25","0","","",""
"ביתרdle","עמית קורנפיין","","מאושר","","worldfootball (גשר תעתיק) · הגרסה שבייצור · Transfermarkt","3","GK","IL","2005","2","24/25-25/26","0","","",""
"ביתרdle","פטריק טוומאסי","247546","מאושר","","התאחדות · קטגוריה · קריירה-עברית · קריירה-אנגלית · הגרסה שבייצור · Transfermarkt","5","FW","GH","1994","1","24/25","0","","",""
"ביתרdle","צחי יצחק","171001","מאושר","","התאחדות · הגרסה שבייצור","2","MF","IL","2005","1","24/25","0","","",""
"ביתרdle","רז כרמי","67828","מאושר","","התאחדות · worldfootball (גשר תעתיק) · הגרסה שבייצור · Transfermarkt","4","GK","IL","1996","1","24/25","0","","",""
"ביתרdle","שגיא ישראלי","132446","מאושר","","התאחדות · worldfootball (גשר תעתיק) · הגרסה שבייצור · Transfermarkt","4","MF","IL","2004","1","24/25","0","","",""
"ביתרdle","איילסון טאברס","302744","מאושר","","התאחדות · worldfootball (גשר תעתיק) · הגרסה שבייצור · Transfermarkt","4","MF","CV","1998","1","25/26","0","","",""
"ביתרdle","איתי יוסף שושן","","מאושר","","worldfootball (גשר תעתיק) · הגרסה שבייצור","2","MF","IL","2007","1","25/26","0","","",""
"ביתרdle","איתי סניור","191467","מאושר","","התאחדות · worldfootball (גשר תעתיק) · הגרסה שבייצור · Transfermarkt","4","GK","IL","2006","1","25/26","0","","",""
"ביתרdle","אלכסנדר סוטסקוב","164667","מאושר","","התאחדות · worldfootball (גשר תעתיק) · הגרסה שבייצור","3","MF","IL","2006","1","25/26","0","","",""
"ביתרdle","בוריס אינו","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · הגרסה שבייצור · Transfermarkt","5","MF","CM","2000","1","25/26","0","","",""
"ביתרdle","בריאן קרבאלי","302741","מאושר","","התאחדות · worldfootball (גשר תעתיק) · הגרסה שבייצור · Transfermarkt","4","DF","CO","1999","1","25/26","0","","",""
"ביתרdle","ג'ונבוסקו קאלו","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · הגרסה שבייצור","4","FW","NG","1997","1","25/26","0","","",""
"ביתרdle","דור חוגי","49847","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · הגרסה שבייצור · Transfermarkt","6","FW","IL","1995","1","25/26","0","","",""
"ביתרdle","זיו בן שמול","","מאושר","","worldfootball (גשר תעתיק) · הגרסה שבייצור · Transfermarkt","3","MF","IL","2004","1","25/26","0","","",""
"ביתרdle","חאסונד גונסאלס","319584","מאושר","","התאחדות · קטגוריה · קריירה-עברית · קריירה-אנגלית · הגרסה שבייצור","4","FW","CO","1999","1","25/26","0","","",""
"ביתרdle","יאן שיקוט","","מאושר","","worldfootball (גשר תעתיק) · הגרסה שבייצור · Transfermarkt","3","FW","IL","2007","1","25/26","0","","",""
"ביתרdle","יהונתן עוזר","106754","מאושר","","התאחדות · worldfootball (גשר תעתיק) · הגרסה שבייצור · Transfermarkt","4","GK","IL","2000","1","25/26","0","","",""
"ביתרdle","ירדן כהן","75390","מאושר","","התאחדות · worldfootball (גשר תעתיק) · קטגוריה · קריירה-עברית · קריירה-אנגלית · הגרסה שבייצור · Transfermarkt","6","DF","IL","1997","1","25/26","0","","",""
"ביתרdle","לוקה גדראני","306375","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · הגרסה שבייצור · Transfermarkt","6","DF","GE","1997","1","25/26","0","","",""
"ביתרdle","נאנה אנטווי","","מאושר","","worldfootball (גשר תעתיק) · קטגוריה · קריירה-אנגלית · הגרסה שבייצור · Transfermarkt","5","DF","GH","2000","1","25/26","0","","",""
"ביתרdle","עדו זברו","","מאושר","","worldfootball (גשר תעתיק) · הגרסה שבייצור · Transfermarkt","3","GK","IL","","1","25/26","0","","",""
"ביתרdle","עדי יששכר","","מאושר","","worldfootball (גשר תעתיק) · הגרסה שבייצור","2","GK","IL","2006","1","25/26","0","","",""
"ביתרdle","רועי אלימלך","120960","מאושר","","התאחדות · worldfootball (גשר תעתיק) · קריירה-עברית · הגרסה שבייצור · Transfermarkt","5","DF","IL","2002","1","25/26","0","","",""
"ביתרdle","שחר ויסגי","152943","מאושר","","התאחדות · worldfootball (גשר תעתיק) · הגרסה שבייצור · Transfermarkt","4","MF","IL","2006","1","25/26","0","","",""
"באר־שבעdle","שלום אביטן","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית","3","FW","IL","1951","1","72/73","0","","",""
"באר־שבעdle","יעקב כהן","","מאושר","","worldfootball · קטגוריה · קריירה-עברית","2","DF","IL","1956","6","74/75-79/80","2","כן","43",""
"באר־שבעdle","אלון בן דור","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","DF","IL","1952","2","75/76-76/77","1","","",""
"באר־שבעdle","שלמה אילוז","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","DF","IL","1959","19","77/78-95/96","0","כן","37",""
"באר־שבעdle","אפרים דוידי","","מאושר","","worldfootball (גשר תעתיק) · קטגוריה · קריירה-עברית · Transfermarkt","3","DF","IL","1959","15","78/79-89/90, 92/93-94/95","0","כן","67",""
"באר־שבעdle","אלי אוזן","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","DF","IL","1963","4","80/81-83/84","0","כן","1",""
"באר־שבעdle","סתיו אלימלך","13276","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","MF","IL","1969","19","87/88-96/97, 98/99-06/07","1","כן","20",""
"באר־שבעdle","אסי רחמים","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","GK","IL","1971","15","88/89, 91/92-94/95, 98/99-03/04, 05/06-08/09","0","כן","35",""
"באר־שבעdle","גדי חזות","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","DF","IL","1969","9","88/89-96/97","1","כן","25",""
"באר־שבעdle","ניסו אביטן","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · Transfermarkt","3","MF","IL","1971","3","90/91, 94/95, 98/99","0","כן","50",""
"באר־שבעdle","אורן סגרון","28730","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","FW","IL","1972","15","91/92-05/06","1","כן","18",""
"באר־שבעdle","שאול סמדג'ה","13292","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","GK","IL","1972","8","92/93-97/98, 01/02-02/03","1","כן","2",""
"באר־שבעdle","אמיר אביגדור","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","FW","IL","1970","5","93/94-97/98","1","כן","15",""
"באר־שבעdle","ויקטור מורוז","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","MF","UA","1968","2","93/94-94/95","0","","",""
"באר־שבעdle","מיקה אלטונן","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","MF","FI","1965","1","93/94","0","","",""
"באר־שבעdle","מריאן קלפטיאנו","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","MF","RO","1965","1","94/95","0","","",""
"באר־שבעdle","אבי פרץ","","מאושר","","worldfootball · קטגוריה · קריירה-עברית","2","GK","IL","1971","2","95/96-96/97","1","","",""
"באר־שבעdle","ג'ובאני רוסו","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית","3","MF","HR","1972","1","96/97","1","","",""
"באר־שבעdle","סיאד חלילוביץ'","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","MF","BA","1969","1","96/97","1","","",""
"באר־שבעdle","שי הולצמן","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית","3","FW","IL","1974","1","96/97","1","","",""
"באר־שבעdle","יוסי בניון","111","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-אנגלית · Transfermarkt","5","MF","IL","1980","2","97/98, 02/03","0","","",""
"באר־שבעdle","נועם שוהם","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","MF","IL","1970","1","99/00","0","","",""
"באר־שבעdle","אופיר חיים","13286","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","FW","IL","1975","6","00/01-03/04, 07/08-08/09","0","כן","44",""
"באר־שבעdle","אליניב ברדה","13280","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","FW","IL","1981","7","00/01-01/02, 13/14-17/18","3","כן","38",""
"באר־שבעdle","דייבי קורמן","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","MF","BE","1971","2","00/01-01/02","0","","",""
"באר־שבעdle","כפיר אדרי","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","MF","IL","1976","1","01/02","0","","",""
"באר־שבעdle","שוקי נגר","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","DF","IL","1977","3","01/02-03/04","0","כן","39",""
"באר־שבעdle","אביתר אילוז","17341","מאושר","","התאחדות · worldfootball (גשר תעתיק) · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","DF","IL","1983","13","02/03-04/05, 06/07-15/16","1","כן","66",""
"באר־שבעdle","אייל עבד","13294","מאושר","","התאחדות · Transfermarkt","2","","IL","","2","02/03-03/04","0","","",""
"באר־שבעdle","איציק פרץ","13295","מקור יחיד","נמוך","התאחדות","1","","IL","","1","02/03","0","","",""
"באר־שבעdle","אלעד בונפלד","13279","מאושר","","התאחדות · worldfootball (גשר תעתיק) · קטגוריה · קריירה-עברית · Transfermarkt","4","MF","IL","1980","7","02/03-04/05, 06/07-09/10","0","כן","31",""
"באר־שבעdle","אלעד שוורץ","14388","מקור יחיד","נמוך","התאחדות","1","","IL","","1","02/03","0","","",""
"באר־שבעdle","אלעזר לביא","14143","מאושר","","התאחדות · Transfermarkt","2","","IL","","2","02/03, 04/05","0","","",""
"באר־שבעdle","אמולה אייגיוני","164908","מקור יחיד","נמוך","התאחדות","1","","IL","","1","02/03","0","","",""
"באר־שבעdle","אמיר אבוטבול","28707","מאושר","","התאחדות · worldfootball (גשר תעתיק)","2","","IL","","1","02/03","0","","",""
"באר־שבעdle","אסף רחמים","13299","מאושר","","התאחדות · worldfootball (גשר תעתיק)","2","","IL","","6","02/03-03/04, 05/06-08/09","0","","",""
"באר־שבעdle","אפיק ארזואן","17344","מקור יחיד","נמוך","התאחדות","1","","IL","","1","02/03","0","","",""
"באר־שבעdle","בונו אלכסנדר","34516","מקור יחיד","נמוך","התאחדות","1","","","","1","02/03","0","","",""
"באר־שבעdle","גבריאל חיון","13285","מקור יחיד","נמוך","התאחדות","1","","IL","","1","02/03","0","","",""
"באר־שבעdle","גלעד גרנדש","17354","מקור יחיד","נמוך","התאחדות","1","","IL","","1","02/03","0","","",""
"באר־שבעdle","גלעד נתן","25113","מקור יחיד","נמוך","התאחדות","1","","IL","","1","02/03","0","","",""
"באר־שבעdle","טרחולסקי ברטוש","34328","מאושר","","התאחדות · worldfootball (גשר תעתיק) · Transfermarkt","3","FW","PL","1975","1","02/03","0","","",""
"באר־שבעdle","יוסי אביטן","272","מקור יחיד","נמוך","התאחדות","1","","IL","","1","02/03","0","","",""
"באר־שבעdle","יזרסקי רמיגיוס","34327","מאושר","","התאחדות · worldfootball (גשר תעתיק) · Transfermarkt","3","FW","PL","1976","2","02/03-03/04","0","","",""
"באר־שבעdle","ינאי דרעי","13281","מאושר","","התאחדות · Transfermarkt","2","","IL","","3","02/03-03/04, 05/06","0","","",""
"באר־שבעdle","ינון שי","17376","מקור יחיד","נמוך","התאחדות","1","","IL","","2","02/03, 04/05","0","","",""
"באר־שבעdle","יניב אלול","13275","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","MF","NG","1978","5","02/03-04/05, 07/08-08/09","0","כן","30",""
"באר־שבעdle","יעקב ועקנין","254","מקור יחיד","נמוך","התאחדות","1","","IL","","1","02/03","0","","",""
"באר־שבעdle","כפיר פרץ","17372","מקור יחיד","נמוך","התאחדות","1","","IL","","1","02/03","0","","",""
"באר־שבעdle","מאיר בל","281","מקור יחיד","נמוך","התאחדות","1","","IL","","1","02/03","0","","",""
"באר־שבעdle","מדונוביץ דרזן","13289","מאושר","","התאחדות · Transfermarkt","2","","","","1","02/03","0","","",""
"באר־שבעdle","מורדי שוורץ","14387","מקור יחיד","נמוך","התאחדות","1","","IL","","1","02/03","0","","",""
"באר־שבעdle","משה סטקלר","15002","מקור יחיד","נמוך","התאחדות","1","","IL","","1","02/03","0","","",""
"באר־שבעdle","מתי פרץ","17373","מאושר","","התאחדות · worldfootball (גשר תעתיק)","2","","IL","","1","02/03","0","","",""
"באר־שבעdle","עוז יפרח","13288","מקור יחיד","נמוך","התאחדות","1","","IL","","5","02/03-06/07","0","","",""
"באר־שבעdle","עידו בוכובזה","17347","מקור יחיד","נמוך","התאחדות","1","","IL","","1","02/03","0","","",""
"באר־שבעdle","קאקו בלסינג","63590","מאושר","","התאחדות · worldfootball (גשר תעתיק) · Transfermarkt","3","MF","IL","1978","1","02/03","0","","",""
"באר־שבעdle","קורמן דיוי","13297","מקור יחיד","נמוך","התאחדות","1","","","","1","02/03","0","","",""
"באר־שבעdle","רותם משעלי","30523","מקור יחיד","נמוך","התאחדות","1","","IL","","1","02/03","0","","",""
"באר־שבעdle","רמי אבולבן","13272","מאושר","","התאחדות · Transfermarkt","2","","IL","","1","02/03","0","","",""
"באר־שבעdle","רמי אליהו","13277","מקור יחיד","נמוך","התאחדות","1","","IL","","4","02/03-05/06","0","","",""
"באר־שבעdle","שרון לוי","297","מאושר","","התאחדות · Transfermarkt","2","","IL","","2","02/03, 04/05","0","","",""
"באר־שבעdle","תומר חליבה","13780","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","DF","IL","1979","4","02/03-04/05, 07/08","0","כן","51",""
"באר־שבעdle","תומר טדסה","13301","מאושר","","התאחדות · Transfermarkt","2","","IL","","1","02/03","0","","",""
"באר־שבעdle","אלון מזרחי","15734","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","FW","IL","1971","2","03/04-04/05","0","","",""
"באר־שבעdle","דדי בן דיין","1414","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","DF","IL","1978","2","03/04-04/05","0","","",""
"באר־שבעdle","וייס מירוסלב","50356","מאושר","","התאחדות · worldfootball (גשר תעתיק) · Transfermarkt","3","","","","1","03/04","0","","",""
"באר־שבעdle","זוהר חוגג","17356","מקור יחיד","נמוך","התאחדות","1","","IL","","5","03/04, 05/06-08/09","0","","",""
"באר־שבעdle","ינון ברדה","17351","מאושר","","התאחדות · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","FW","IL","1984","3","03/04-05/06","0","כן","74",""
"באר־שבעdle","ישראל עמר","59186","מאושר","","התאחדות · worldfootball (גשר תעתיק) · Transfermarkt","3","","IL","","1","03/04","0","","",""
"באר־שבעdle","מאור אלבז","1751","מקור יחיד","נמוך","התאחדות","1","","IL","","2","03/04-04/05","0","","",""
"באר־שבעdle","מירוסלב וייס","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","DF","MK","1979","1","03/04","0","","",""
"באר־שבעdle","נועם אבוטבול","17335","מאושר","","התאחדות · Transfermarkt","2","","IL","","2","03/04-04/05","0","","",""
"באר־שבעdle","סיסטון דיאגו","50157","מאושר","","התאחדות · Transfermarkt","2","","","","1","03/04","0","","",""
"באר־שבעdle","שמעון סיבוני","17367","מקור יחיד","נמוך","התאחדות","1","","IL","","3","03/04-05/06","0","","",""
"באר־שבעdle","אוראל אסיאג","16180","מקור יחיד","נמוך","התאחדות","1","","IL","","1","04/05","0","","",""
"באר־שבעdle","איגור טומסיץ","49822","מקור יחיד","נמוך","התאחדות","1","","IL","","1","04/05","0","","",""
"באר־שבעdle","אלון אברמוביץ","28775","מקור יחיד","נמוך","התאחדות","1","","IL","","2","04/05-05/06","0","","",""
"באר־שבעdle","אלין מינטואין","55368","מאושר","","התאחדות · worldfootball (גשר תעתיק) · Transfermarkt","3","","IL","","1","04/05","0","","",""
"באר־שבעdle","גיאורגי קיפיאני","","מאושר","","worldfootball (גשר תעתיק) · קטגוריה · קריירה-עברית","2","MF","GE","1978","2","04/05-05/06","0","","","avaza tbilisi / akademia tbilisi / sioni bolnisi / metalurgi rustavi / torpedo kutaisi / aris thessaloniki"
"באר־שבעdle","ולדימיר אנדונוב","54506","מקור יחיד","נמוך","התאחדות","1","","IL","","1","04/05","0","","",""
"באר־שבעdle","יניב אברג'יל","13273","מאושר","","התאחדות · קטגוריה · קריירה-עברית · קריירה-אנגלית","3","FW","IL","1977","1","04/05","0","","",""
"באר־שבעdle","מאטיץ סטיפה","62014","מאושר","","התאחדות · Transfermarkt","2","","IL","","1","04/05","0","","",""
"באר־שבעdle","מרטין סאריץ","85117","מאושר","","התאחדות · worldfootball (גשר תעתיק) · Transfermarkt","3","","IL","","1","04/05","0","","",""
"באר־שבעdle","ניר ברד","14358","מקור יחיד","נמוך","התאחדות","1","","IL","","1","04/05","0","","",""
"באר־שבעdle","ניר רחמין","13424","מאושר","","התאחדות · worldfootball (גשר תעתיק) · קטגוריה · קריירה-עברית · Transfermarkt","4","GK","IL","1980","1","04/05","0","","",""
"באר־שבעdle","רוגריו דה אוליביריה","61680","מאושר","","התאחדות · worldfootball (גשר תעתיק) · Transfermarkt","3","","IL","","1","04/05","0","","",""
"באר־שבעdle","רונן דהן","81","מאושר","","התאחדות · worldfootball (גשר תעתיק) · Transfermarkt","3","","IL","","1","04/05","0","","",""
"באר־שבעdle","אולמידה אגוי","55385","מקור יחיד","נמוך","התאחדות","1","","IL","","1","05/06","0","","",""
"באר־שבעdle","איל שן","1431","מאושר","","התאחדות · worldfootball (גשר תעתיק) · Transfermarkt","3","","IL","","2","05/06, 09/10","0","","",""
"באר־שבעdle","אילן בוארון","1616","מאושר","","התאחדות · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","DF","IL","1972","1","05/06","0","","",""
"באר־שבעdle","גבריאל ווקין","55382","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","DF","RO","1973","1","05/06","0","","",""
"באר־שבעdle","דודו בן שושן","17416","מאושר","","התאחדות · Transfermarkt","2","","IL","","3","05/06-07/08","0","","",""
"באר־שבעdle","דרקו דוגיץ","64170","מאושר","","התאחדות · Transfermarkt","2","","IL","","1","05/06","0","","",""
"באר־שבעdle","חיים סילבס","15735","מאושר","","התאחדות · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","MF","IL","1975","1","05/06","0","","",""
"באר־שבעdle","חנן פדידה","4395","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","FW","IL","1981","5","05/06-09/10","0","כן","46",""
"באר־שבעdle","יחיאל הבטמו","28677","מקור יחיד","נמוך","התאחדות","1","","IL","","3","05/06-06/07, 10/11","0","","",""
"באר־שבעdle","יניב אפרגן","12055","מקור יחיד","נמוך","התאחדות","1","","IL","","3","05/06-07/08","0","","",""
"באר־שבעdle","יניב ציציאן","15738","מקור יחיד","נמוך","התאחדות","1","","IL","","1","05/06","0","","",""
"באר־שבעdle","מיקי עטייה","264","מאושר","","התאחדות · Transfermarkt","2","","IL","","2","05/06-06/07","0","","",""
"באר־שבעdle","קרלוס צקנה","45906","מאושר","","התאחדות · Transfermarkt","2","","IL","","1","05/06","0","","",""
"באר־שבעdle","שלמה דהן","12064","מאושר","","התאחדות · worldfootball (גשר תעתיק)","2","","IL","","2","05/06-06/07","0","","",""
"באר־שבעdle","תמיר פור","29064","מאושר","","התאחדות · קטגוריה · קריירה-עברית · Transfermarkt","3","MF","IL","1982","1","05/06","0","","",""
"באר־שבעdle","אלירן אפריאט","13532","מאושר","","התאחדות · Transfermarkt","2","","IL","","2","06/07-07/08","0","","",""
"באר־שבעdle","אלעד פרץ","20733","מאושר","","התאחדות · Transfermarkt","2","","IL","","1","06/07","0","","",""
"באר־שבעdle","אקקי מקוצבזה","72186","מאושר","","התאחדות · Transfermarkt","2","","IL","","1","06/07","0","","",""
"באר־שבעdle","גורג דאטורו","73894","מאושר","","התאחדות · worldfootball (גשר תעתיק) · Transfermarkt","3","FW","IL","1977","1","06/07","0","","",""
"באר־שבעdle","גיא זגדון","13540","מאושר","","התאחדות · Transfermarkt","2","","IL","","2","06/07-07/08","0","","",""
"באר־שבעdle","דוד פלס","16316","מאושר","","התאחדות · Transfermarkt","2","","IL","","2","06/07-07/08","0","","",""
"באר־שבעdle","חיים פונטרמולי","14150","מאושר","","התאחדות · Transfermarkt","2","","IL","","1","06/07","0","","",""
"באר־שבעdle","טל חיון","13543","מאושר","","התאחדות · Transfermarkt","2","","IL","","2","06/07-07/08","0","","",""
"באר־שבעdle","יוגב אלקבץ","4447","מאושר","","התאחדות · Transfermarkt","2","","IL","","1","06/07","0","","",""
"באר־שבעdle","מרסיו סרייבה","79343","מאושר","","התאחדות · Transfermarkt","2","","IL","","1","06/07","0","","",""
"באר־שבעdle","נדב מויאל","13548","מקור יחיד","נמוך","התאחדות","1","","IL","","1","06/07","0","","",""
"באר־שבעdle","צפניה כדר","5252","מקור יחיד","נמוך","התאחדות","1","","IL","","5","06/07-10/11","0","","",""
"באר־שבעdle","שרון עמר","4394","מאושר","","התאחדות · קטגוריה · קריירה-עברית · Transfermarkt","3","DF","IL","1976","1","06/07","0","","",""
"באר־שבעdle","תומר אליהו","15674","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · Transfermarkt","4","DF","IL","1975","1","06/07","0","","","hapoel tel aviv / ironi rishon lezion / hapoel kfar saba / bnei sakhnin / hapoel acre / hapoel beersheba"
"באר־שבעdle","אביעד זגורי","22623","מאושר","","התאחדות · Transfermarkt","2","","IL","","1","07/08","0","","",""
"באר־שבעdle","אורי מכלוף","22638","מאושר","","התאחדות · worldfootball (גשר תעתיק) · Transfermarkt","3","","IL","","3","07/08-08/09, 10/11","0","","",""
"באר־שבעdle","אורן נסים","13267","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","FW","IL","1976","2","07/08-08/09","0","","",""
"באר־שבעdle","אילן בכר","13402","מאושר","","התאחדות · קטגוריה · קריירה-עברית · Transfermarkt","3","DF","IL","1975","1","07/08","0","","",""
"באר־שבעdle","אלירן אמזלג","22608","מקור יחיד","נמוך","התאחדות","1","","IL","","2","07/08-08/09","0","","",""
"באר־שבעdle","אנדרי גפיסלי","54502","מקור יחיד","נמוך","התאחדות","1","","IL","","1","07/08","0","","",""
